,VehId,tile_ID_x,tile_ID_y,day_x,contagem
6273,371,78354,51574,Friday,3
6275,371,78354,51574,Tuesday,2
6283,371,78354,62308,Thursday,2
6285,371,78354,64044,Sunday,2
6286,371,78354,64044,Thursday,2
6287,371,78354,64044,Wednesday,2
6300,371,78354,75364,Saturday,4
6301,371,78354,75364,Wednesday,4
6303,371,78354,77928,Saturday,2
6304,371,78354,78354,Friday,2
6306,371,78354,78354,Saturday,2
6308,371,78354,78354,Thursday,3
6309,371,78354,78354,Tuesday,2
6310,371,78354,78354,Wednesday,4
6330,372,49552,51163,Monday,2
6339,372,50386,51163,Monday,2
6340,372,50386,51163,Sunday,2
6341,372,50386,51164,Monday,5
6342,372,50386,51164,Sunday,2
6351,372,51163,58234,Monday,2
6352,372,51163,58235,Monday,6
6357,372,51163,59070,Sunday,4
6370,372,58233,51164,Sunday,2
6378,372,58233,78354,Sunday,2
6384,372,58235,58223,Monday,2
6390,372,59895,78354,Sunday,2
6408,372,62804,58235,Tuesday,2
6426,372,78321,66071,Sunday,2
6427,372,78322,66071,Sunday,2
6462,382,46245,20908,Tuesday,2
6463,382,46245,20908,Wednesday,2
6485,382,50386,49952,Thursday,2
6505,382,56959,51591,Wednesday,2
6549,384,51163,40957,Friday,2
6560,384,64033,54884,Friday,2
6561,384,64033,54884,Thursday,6
6566,384,66449,65691,Thursday,4
6577,384,68170,65691,Friday,2
6583,384,69900,78354,Thursday,2
6609,384,78321,65691,Thursday,2
6613,384,78322,65691,Thursday,2
6615,384,78322,71961,Thursday,2
6618,384,78354,65691,Thursday,5
6647,385,36120,48204,Saturday,2
6689,385,48204,36135,Saturday,7
6690,385,48204,36135,Sunday,2
6740,388,39692,66030,Friday,2
6742,388,39692,66030,Thursday,2
6743,388,39692,66030,Wednesday,4
6755,388,39703,43380,Monday,2
6780,388,45813,66030,Friday,4
6782,388,45813,66030,Sunday,3
6783,388,45813,66030,Thursday,4
6784,388,45813,66030,Tuesday,8
6785,388,45813,66030,Wednesday,4
6796,388,48204,66030,Monday,3
6798,388,48204,66030,Tuesday,2
6813,388,52334,66030,Thursday,2
6815,388,52334,66030,Wednesday,2
6844,388,66030,37640,Monday,2
6846,388,66030,38478,Wednesday,2
6874,388,66449,37267,Monday,2
6875,388,66449,37267,Saturday,3
6876,388,66449,37267,Sunday,2
6877,388,66449,37267,Thursday,6
6878,388,66449,37267,Tuesday,3
6884,388,66449,38478,Monday,2
6885,388,66449,38478,Saturday,4
6886,388,66449,38478,Wednesday,3
6887,388,66449,38479,Monday,4
6889,388,66449,38479,Sunday,3
6891,388,66449,38479,Wednesday,5
6901,388,66449,40098,Friday,3
6902,388,66449,40098,Monday,4
6904,388,66449,40098,Sunday,3
6905,388,66449,40098,Thursday,3
6906,388,66449,40098,Tuesday,2
6907,388,66449,40098,Wednesday,6
6910,388,66449,44596,Monday,2
6913,388,66449,45002,Tuesday,4
6917,388,66449,45341,Tuesday,2
6921,388,66449,45817,Monday,3
6922,388,66449,45817,Thursday,2
6923,388,66449,45817,Tuesday,3
6933,388,66449,48226,Monday,2
6937,388,66449,50278,Friday,2
6955,388,66449,66047,Tuesday,2
6964,388,66449,75312,Monday,2
6965,388,66449,75312,Thursday,2
6966,388,66449,75312,Tuesday,4
6967,388,66449,75312,Wednesday,2
6968,388,66449,75313,Monday,2
6973,388,75312,66449,Monday,2
6976,388,75312,66449,Tuesday,3
6977,388,75312,66449,Wednesday,2
6981,388,75736,66449,Wednesday,2
6982,389,21285,51163,Friday,2
7014,450,29719,74563,Monday,2
7057,450,64044,74563,Monday,2
7058,450,64044,74563,Tuesday,2
7063,450,64462,74563,Monday,2
7088,450,66520,74563,Monday,2
7089,450,66520,74563,Sunday,2
7090,450,66520,74563,Wednesday,2
7108,450,69852,77895,Saturday,2
7129,450,72018,74563,Saturday,2
7140,450,74155,74563,Monday,2
7141,450,74155,74563,Saturday,2
7142,450,74155,74563,Sunday,4
7145,450,74155,74563,Wednesday,2
7147,450,74155,74564,Thursday,2
7150,450,74155,74987,Saturday,3
7151,450,74155,74987,Sunday,2
7153,450,74155,74988,Friday,2
7163,450,74551,74563,Saturday,2
7165,450,74551,74563,Tuesday,3
7167,450,74555,74563,Friday,2
7168,450,74555,74563,Monday,2
7187,450,74556,74563,Monday,4
7188,450,74556,74563,Saturday,2
7189,450,74556,74563,Sunday,2
7190,450,74556,74563,Thursday,2
7194,450,74556,74987,Saturday,2
7231,450,74987,64463,Monday,2
7234,450,74987,65273,Monday,2
7246,450,74987,74987,Friday,18
7247,450,74987,74987,Monday,14
7248,450,74987,74987,Saturday,10
7249,450,74987,74987,Sunday,22
7250,450,74987,74987,Thursday,9
7251,450,74987,74987,Tuesday,4
7252,450,74987,74987,Wednesday,9
7265,450,74988,74987,Monday,2
7268,450,74988,74987,Wednesday,2
7273,450,75436,74988,Monday,2
7322,452,48226,58954,Saturday,4
7378,452,61053,64032,Friday,2
7379,452,61053,64032,Thursday,2
7380,452,61053,64033,Friday,6
7381,452,61053,64033,Saturday,2
7382,452,61053,64033,Sunday,4
7383,452,61053,64033,Thursday,4
7384,452,61053,64033,Wednesday,4
7389,452,61054,64033,Saturday,2
7396,452,61891,64033,Friday,3
7407,452,64033,59799,Friday,2
7442,452,66071,64033,Friday,6
7444,452,66071,64033,Thursday,4
7445,452,66071,64033,Wednesday,3
7453,452,68170,64033,Friday,3
7526,457,64044,66449,Thursday,2
7527,457,64044,66449,Wednesday,2
7528,457,64044,66450,Thursday,3
7552,457,66448,66448,Sunday,2
7554,457,66448,66448,Wednesday,2
7555,457,66448,66449,Thursday,2
7557,457,66448,75312,Saturday,2
7582,457,66449,59370,Friday,8
7583,457,66449,59370,Saturday,2
7584,457,66449,59370,Thursday,2
7585,457,66449,59370,Tuesday,5
7587,457,66449,59371,Saturday,2
7588,457,66449,59786,Friday,2
7593,457,66449,64463,Thursday,2
7594,457,66449,64463,Wednesday,2
7598,457,66449,75312,Friday,7
7600,457,66449,75312,Saturday,6
7602,457,66449,75312,Tuesday,5
7603,457,66449,75312,Wednesday,5
7606,457,66449,75313,Saturday,2
7608,457,66449,75866,Monday,2
7612,457,66449,77895,Tuesday,2
7621,457,75312,66449,Friday,6
7622,457,75312,66449,Saturday,6
7623,457,75312,66449,Thursday,2
7626,457,75313,66449,Friday,3
7636,457,75736,66449,Tuesday,2
7696,459,49925,77895,Sunday,2
7719,459,51969,78316,Thursday,2
7735,459,57370,48705,Saturday,3
7738,459,61891,49925,Saturday,3
7739,459,61891,50746,Sunday,2
7795,459,75364,49925,Thursday,3
7796,459,75364,49925,Wednesday,2
7802,459,75364,50745,Wednesday,2
7803,459,75364,50746,Thursday,3
7806,459,75364,50754,Monday,3
7810,459,75364,51163,Monday,5
7811,459,75364,51163,Sunday,2
7812,459,75364,51163,Tuesday,3
7821,459,75364,64033,Friday,2
7838,459,77905,68590,Saturday,2
7850,459,78354,64033,Saturday,2
7870,463,64044,76704,Tuesday,2
7873,463,64462,76704,Monday,4
7874,463,64462,76704,Tuesday,5
7875,463,64462,76704,Wednesday,3
7878,463,64463,76704,Wednesday,2
7882,463,74987,53200,Wednesday,3
7896,463,76705,64462,Wednesday,2
7898,463,76705,64463,Thursday,2
7899,463,76705,64463,Tuesday,5
7900,463,76705,64463,Wednesday,2
7902,463,76705,69926,Tuesday,2
7912,463,77130,53200,Tuesday,3
7917,463,77130,64463,Tuesday,3
7918,463,77130,64463,Wednesday,5
7924,463,77130,77130,Tuesday,2
7940,465,48204,64033,Sunday,2
7941,465,48204,72362,Monday,2
7948,465,48218,56490,Saturday,2
7992,465,64033,61057,Thursday,3
7999,465,64033,69938,Tuesday,2
8001,465,64033,72362,Tuesday,2
8002,465,64033,72362,Wednesday,2
8014,465,65273,72362,Thursday,2
8016,465,65273,72362,Wednesday,2
8033,465,66940,64033,Thursday,3
8035,465,66940,64034,Thursday,2
8049,465,68994,48204,Monday,2
8050,465,68994,48204,Sunday,2
8057,465,68994,72362,Tuesday,2
8079,465,72362,48204,Monday,2
8084,465,72362,64033,Sunday,3
8085,465,72362,69938,Tuesday,2
8086,465,72362,69938,Wednesday,2
8107,476,20542,25818,Thursday,2
8109,476,20542,26204,Thursday,3
8113,476,20542,51163,Thursday,3
8116,476,21628,29700,Friday,4
8124,476,21628,56490,Thursday,2
8131,476,26204,20542,Friday,2
8132,476,26204,20908,Thursday,2
8136,476,29701,21628,Friday,3
8148,476,71961,21628,Friday,2
8151,480,29357,30950,Tuesday,3
8154,480,29358,30950,Tuesday,3
8182,480,47478,50385,Monday,3
8201,480,51163,77129,Saturday,2
8202,480,51163,77129,Sunday,2
8203,480,51163,77129,Tuesday,2
8225,480,69505,76704,Monday,2
8227,480,69505,76704,Tuesday,2
8233,480,72010,77129,Monday,2
8240,480,74555,77129,Monday,2
8247,480,76652,75335,Sunday,2
8283,480,77130,69926,Monday,2
8295,488,20542,21655,Friday,2
8298,488,20542,21655,Sunday,2
8299,488,20542,21655,Tuesday,2
8300,488,20542,21655,Wednesday,6
8329,488,21306,21306,Saturday,2
8330,488,21306,21306,Tuesday,3
8341,488,21628,21655,Wednesday,2
8375,488,25843,78354,Wednesday,2
8390,488,27776,77928,Wednesday,2
8446,488,75312,21285,Tuesday,2
8449,488,75312,48205,Thursday,2
8473,488,78355,21299,Tuesday,2
8491,490,43357,58163,Friday,3
8492,490,43357,58163,Thursday,2
8493,490,43366,58163,Friday,2
8499,490,45813,58163,Thursday,5
8515,490,49908,58163,Thursday,2
8591,494,68169,78321,Saturday,2
8655,494,78354,74543,Monday,3
8656,494,78354,74543,Sunday,4
8662,494,78354,77928,Monday,2
8664,494,78354,78354,Monday,7
8665,494,78354,78354,Sunday,6
8666,494,78354,78354,Tuesday,2
8732,507,69505,76704,Thursday,2
8737,507,69505,78354,Wednesday,6
8746,507,76705,66989,Thursday,5
8749,507,77130,66989,Thursday,2
8750,507,77130,69505,Thursday,2
8753,507,78322,66989,Wednesday,2
8759,507,78354,66940,Wednesday,2
8761,507,78354,66986,Wednesday,2
8763,507,78354,66989,Wednesday,4
8777,519,21628,56490,Friday,2
8785,519,56904,21628,Friday,2
8800,521,20542,21934,Sunday,2
8839,521,42530,30423,Saturday,2
8863,521,48204,47040,Monday,7
8864,521,48204,47040,Saturday,9
8865,521,48204,47040,Sunday,15
8867,521,48204,47447,Saturday,3
8868,521,48204,47447,Sunday,2
8869,521,48204,47448,Monday,2
8870,521,48204,47448,Saturday,2
8872,521,48204,47449,Monday,2
8874,521,48204,47449,Sunday,4
8907,521,66449,64033,Sunday,2
8917,529,39319,31284,Thursday,2
8928,529,44619,78354,Thursday,3
8929,529,44619,78354,Tuesday,4
8930,529,44619,78354,Wednesday,2
8935,529,45037,78354,Wednesday,2
8944,529,51163,78354,Thursday,2
8978,529,78322,43784,Tuesday,2
8996,530,21285,57370,Friday,3
8997,530,21285,57370,Saturday,4
8998,530,21285,57370,Sunday,4
9003,530,21286,57370,Friday,7
9004,530,21286,57370,Saturday,3
9005,530,21286,57370,Sunday,4
9015,530,21655,57370,Saturday,5
9020,530,21656,57370,Saturday,2
9046,530,29719,21655,Monday,3
9047,530,29719,21655,Tuesday,2
9049,530,29719,21656,Monday,3
9059,530,31284,21655,Monday,2
9082,530,49951,21286,Tuesday,3
9093,530,57778,21286,Tuesday,2
9119,531,31284,42174,Saturday,2
9125,531,31691,39346,Thursday,3
9128,531,31691,42174,Friday,2
9146,531,39325,39300,Saturday,2
9187,531,42174,50277,Saturday,2
9192,531,42174,52334,Monday,2
9194,531,42174,52334,Wednesday,2
9200,531,42174,61891,Sunday,2
9240,531,42970,52334,Friday,2
9253,531,42978,50278,Wednesday,2
9273,531,43377,42174,Tuesday,2
9277,531,43380,42174,Tuesday,3
9282,531,43383,42174,Friday,3
9305,531,43792,61891,Wednesday,2
9308,531,43801,61891,Thursday,2
9329,531,45011,61474,Saturday,2
9330,531,45011,61891,Saturday,2
9354,531,46180,43384,Saturday,2
9382,531,48214,42174,Sunday,2
9383,531,48218,42174,Friday,2
9384,531,48218,42174,Saturday,2
9386,531,48226,42174,Friday,2
9387,531,48226,42174,Saturday,2
9434,531,56904,42174,Wednesday,2
9447,531,61891,42173,Sunday,2
9448,531,61891,42174,Friday,6
9449,531,61891,42174,Monday,2
9452,531,61891,42174,Thursday,4
9453,531,61891,42174,Tuesday,3
9454,531,61891,42174,Wednesday,5
9481,531,66059,54375,Monday,2
9524,538,21628,27387,Monday,2
9525,538,21628,33665,Monday,2
9546,538,31284,20908,Monday,2
9547,538,31284,20908,Tuesday,2
9624,540,21285,44196,Tuesday,2
9630,540,21285,45822,Wednesday,4
9636,540,21285,46640,Wednesday,2
9647,540,21655,25818,Tuesday,2
9710,540,45825,31284,Wednesday,2
9729,546,21628,29700,Saturday,2
9730,546,24639,78354,Friday,2
9732,546,25781,47794,Thursday,4
9736,546,25781,48204,Thursday,2
9739,546,26167,47794,Saturday,2
9743,546,26167,48204,Saturday,4
9744,546,26167,48204,Sunday,5
9745,546,26167,48204,Thursday,2
9765,546,33628,26167,Sunday,2
9776,546,35232,26167,Saturday,2
9809,546,48204,33665,Sunday,2
9815,546,48204,37640,Sunday,2
9818,546,48204,39323,Friday,2
9821,546,48204,39324,Sunday,2
9854,547,48704,76704,Tuesday,2
9865,547,53200,75312,Tuesday,3
9867,547,53200,75335,Monday,2
9886,547,72807,51558,Monday,2
9903,547,75736,69839,Tuesday,2
9904,547,75736,75334,Monday,2
9919,557,30422,45006,Friday,2
9969,557,47448,75312,Friday,2
9970,557,47448,75313,Saturday,2
9971,557,47449,48204,Friday,2
9984,557,47816,30422,Thursday,2
9991,557,48204,46225,Saturday,2
9997,557,48204,47040,Friday,3
9998,557,48204,47040,Saturday,2
9999,557,48204,47040,Sunday,2
10000,557,48204,47040,Thursday,4
10005,557,48204,47447,Saturday,2
10008,557,48204,47448,Saturday,2
10012,557,48204,47451,Friday,2
10015,557,48204,48218,Friday,2
10016,557,48204,48218,Saturday,2
10021,557,48204,48223,Thursday,2
10024,557,48204,48226,Friday,2
10089,560,43381,78354,Wednesday,2
10127,560,45009,78354,Wednesday,2
10130,560,45822,78354,Friday,2
10137,560,45825,78354,Tuesday,3
10138,560,45826,77928,Sunday,2
10189,560,78321,78354,Saturday,2
10221,560,78354,44602,Sunday,3
10224,560,78354,44603,Saturday,2
10233,560,78354,45009,Wednesday,2
10234,560,78354,45010,Friday,3
10239,560,78354,45010,Tuesday,3
10240,560,78354,45010,Wednesday,2
10245,560,78354,45012,Monday,2
10248,560,78354,45012,Thursday,2
10249,560,78354,45012,Wednesday,2
10250,560,78354,45013,Saturday,4
10251,560,78354,45013,Sunday,3
10256,560,78354,45422,Friday,2
10257,560,78354,45422,Saturday,2
10262,560,78354,46236,Sunday,3
10265,560,78354,47462,Tuesday,2
10266,560,78354,47466,Friday,4
10267,560,78354,47466,Monday,2
10268,560,78354,47466,Saturday,2
10269,560,78354,47466,Sunday,2
10270,560,78354,47466,Tuesday,2
10271,560,78354,47466,Wednesday,2
10282,560,78354,66940,Tuesday,2
10284,560,78354,75312,Wednesday,2
10288,560,78354,77480,Friday,2
10289,560,78354,77480,Saturday,2
10294,560,78354,77896,Friday,2
10297,560,78354,77896,Thursday,2
10299,560,78354,77928,Friday,2
10300,560,78354,77928,Monday,4
10301,560,78354,77928,Saturday,5
10302,560,78354,77928,Sunday,7
10303,560,78354,77928,Thursday,7
10304,560,78354,77928,Tuesday,6
10305,560,78354,77928,Wednesday,3
10308,560,78354,78321,Thursday,2
10311,560,78354,78354,Friday,11
10312,560,78354,78354,Monday,14
10313,560,78354,78354,Saturday,10
10314,560,78354,78354,Sunday,12
10315,560,78354,78354,Thursday,13
10316,560,78354,78354,Tuesday,11
10317,560,78354,78354,Wednesday,12
10344,561,21933,28551,Saturday,2
10345,561,21933,28551,Sunday,3
10348,561,21933,28552,Monday,2
10353,561,21933,29337,Sunday,2
10377,561,29712,48204,Monday,2
10409,561,36107,48284,Saturday,2
10426,561,47449,48204,Friday,2
10428,561,47449,48204,Sunday,2
10434,561,47449,48205,Wednesday,2
10435,561,47451,48204,Monday,5
10436,561,47451,48204,Saturday,3
10437,561,47451,48204,Tuesday,3
10438,561,47451,48205,Monday,2
10439,561,47451,48205,Thursday,3
10442,561,47452,48204,Wednesday,3
10449,561,47860,48204,Saturday,2
10450,561,47868,48204,Friday,2
10451,561,47868,48204,Monday,2
10452,561,47868,48204,Saturday,3
10453,561,47868,48204,Thursday,2
10454,561,47868,48204,Tuesday,5
10456,561,47868,48205,Friday,2
10458,561,47868,48205,Wednesday,2
10462,561,47869,48204,Sunday,2
10478,561,48204,48283,Tuesday,2
10481,561,48204,48284,Tuesday,3
10484,561,48204,49513,Tuesday,2
10493,561,49097,48204,Wednesday,3
10509,561,51972,48204,Tuesday,2
10526,561,66449,50738,Friday,6
10527,561,66449,50738,Monday,12
10528,561,66449,50738,Saturday,7
10529,561,66449,50738,Sunday,2
10530,561,66449,50738,Thursday,5
10531,561,66449,50738,Tuesday,7
10532,561,66449,50738,Wednesday,5
10535,561,66449,50743,Monday,2
10539,561,66449,51147,Friday,3
10541,561,66449,51147,Thursday,2
10542,561,66449,51147,Wednesday,3
10543,561,66449,51558,Friday,2
10544,561,66449,51558,Monday,7
10614,564,51163,78354,Saturday,2
10628,564,77480,45003,Friday,2
10629,564,77480,45003,Sunday,2
10633,564,77480,45007,Saturday,2
10645,564,77480,47462,Friday,2
10647,564,77480,47462,Saturday,2
10649,564,77480,47462,Thursday,3
10655,564,77905,45003,Saturday,2
10668,564,77905,47462,Friday,2
10670,564,77905,47462,Sunday,2
10678,564,78321,46225,Monday,3
10685,564,78321,47040,Friday,2
10686,564,78321,47040,Monday,4
10689,564,78321,47448,Friday,2
10708,564,78354,45009,Wednesday,2
10712,564,78354,46229,Wednesday,2
10714,564,78354,46232,Tuesday,3
10720,565,20542,31283,Wednesday,2
10721,565,20542,31284,Tuesday,2
10727,565,21628,30887,Thursday,2
10731,565,21628,31284,Tuesday,2
10748,565,29718,30950,Wednesday,2
10749,565,29719,30950,Friday,3
10751,565,29719,30950,Saturday,2
10773,565,30950,31284,Friday,5
10774,565,30950,31284,Saturday,6
10775,565,30950,31284,Sunday,4
10776,565,30950,31284,Thursday,7
10777,565,30950,31284,Tuesday,2
10778,565,30950,31284,Wednesday,8
10793,565,31284,30950,Friday,3
10795,565,31284,30950,Saturday,2
10796,565,31284,30950,Sunday,4
10797,565,31284,30950,Thursday,5
10798,565,31284,30950,Tuesday,2
10799,565,31284,30950,Wednesday,3
10974,575,59764,75312,Monday,2
10976,575,59764,75312,Tuesday,2
11016,575,66449,75312,Tuesday,2
11057,575,74544,78354,Saturday,2
11060,575,74544,78354,Wednesday,2
11068,575,74548,78354,Wednesday,2
11106,575,75736,75736,Monday,4
11108,575,75736,75736,Sunday,3
11110,575,75736,75736,Tuesday,2
11129,575,75737,75736,Monday,3
11130,575,75737,75736,Sunday,2
11142,575,75820,78354,Tuesday,3
11143,575,75820,78354,Wednesday,4
11162,575,78354,64462,Tuesday,2
11167,575,78354,69505,Thursday,2
11186,575,78354,73278,Tuesday,2
11188,575,78354,74543,Saturday,3
11189,575,78354,74543,Tuesday,8
11190,575,78354,74543,Wednesday,5
11197,575,78354,75818,Wednesday,2
11200,575,78354,75819,Tuesday,2
11201,575,78354,75819,Wednesday,3
11208,575,78354,77928,Tuesday,2
11209,575,78354,78354,Friday,7
11210,575,78354,78354,Saturday,7
11211,575,78354,78354,Sunday,5
11212,575,78354,78354,Thursday,7
11213,575,78354,78354,Tuesday,5
11214,575,78354,78354,Wednesday,3
11230,577,21933,27763,Friday,3
11258,577,29719,44191,Saturday,2
11259,577,29719,44191,Thursday,2
11262,577,29719,44599,Thursday,2
11270,577,31284,29718,Saturday,2
11276,577,39320,29719,Friday,2
11280,577,41752,29718,Friday,2
11282,577,42564,29719,Saturday,2
11285,577,42570,29719,Thursday,2
11318,577,48208,29718,Friday,2
11331,581,64462,76704,Saturday,3
11332,581,64463,76704,Saturday,2
11334,581,69505,76704,Saturday,8
11335,581,69505,76705,Saturday,3
11336,581,69926,76704,Saturday,3
11339,581,77130,62795,Saturday,3
11377,584,49956,51163,Sunday,2
11384,584,50386,76291,Tuesday,2
11385,584,50386,76291,Wednesday,3
11437,584,69505,50386,Sunday,2
11444,584,69523,50797,Wednesday,2
11453,584,74155,49956,Monday,2
11455,584,74155,50797,Sunday,2
11459,584,74155,76291,Monday,2
11487,584,76705,50386,Wednesday,2
11489,584,76705,50797,Tuesday,2
11493,584,77130,50386,Monday,2
11494,584,77130,50386,Sunday,2
11495,584,77130,50386,Tuesday,2
11496,584,77130,50386,Wednesday,2
11497,584,77130,50797,Sunday,2
11504,584,78321,75860,Sunday,2
11517,591,21294,30950,Sunday,2
11522,591,21628,29700,Sunday,3
11530,591,21655,30950,Saturday,2
11531,591,21655,30950,Sunday,2
11534,591,21656,30950,Sunday,2
11547,591,25843,21646,Friday,2
11572,591,30950,21286,Sunday,2
11575,591,30950,21647,Sunday,2
11663,592,20178,20178,Monday,2
11664,592,20178,20178,Tuesday,2
11666,592,20178,20542,Monday,3
11668,592,20178,20542,Thursday,2
11669,592,20178,20542,Tuesday,4
11670,592,20178,20542,Wednesday,3
11673,592,20542,20178,Monday,2
11676,592,20542,20542,Monday,4
11677,592,20542,20542,Sunday,3
11678,592,20542,20542,Thursday,2
11679,592,20542,20542,Tuesday,5
11680,592,20542,20542,Wednesday,2
11681,592,20542,21298,Thursday,2
11682,592,20542,21655,Thursday,2
11690,592,20542,31284,Thursday,2
11717,592,31284,20908,Thursday,2
11740,595,47847,62295,Friday,2
11747,595,48256,62295,Saturday,2
11749,595,48257,62295,Saturday,4
11754,595,50302,62295,Friday,3
11758,595,50713,62295,Friday,3
11759,595,50713,62295,Saturday,3
11774,595,53596,62295,Friday,2
11775,595,53596,62295,Saturday,2
11782,595,56902,48257,Friday,4
11783,595,56902,48257,Saturday,2
11785,595,61053,48256,Friday,2
11786,595,61053,48257,Friday,2
11790,595,62295,48257,Friday,3
11791,595,62295,48257,Saturday,2
11819,597,21933,44191,Wednesday,2
11830,597,22308,44599,Monday,3
11846,597,30421,43356,Monday,2
11848,597,30421,69505,Monday,2
11849,597,30421,69505,Sunday,3
11851,597,30421,69505,Tuesday,5
11854,597,30421,69926,Saturday,3
11855,597,30421,69926,Sunday,4
11856,597,30421,69926,Thursday,3
11857,597,30421,69926,Tuesday,5
11858,597,30421,69926,Wednesday,6
11859,597,30422,69505,Monday,2
11860,597,30422,69505,Saturday,2
11861,597,30422,69505,Sunday,2
11863,597,30422,69926,Friday,2
11864,597,30422,69926,Monday,3
11866,597,30422,69926,Sunday,2
11867,597,30422,69926,Thursday,5
11869,597,30422,69926,Wednesday,5
11905,603,20542,25818,Saturday,2
11947,603,29339,21306,Saturday,2
11951,603,29733,21307,Saturday,2
